Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source
Eptesicus_fuscus,Chiroptera,Vespertilionidae,Eptesicus,fuscus,0,0,0,1,Taxonomic,PHYLACINE 1.2,17.5,Reported,"Meng, F., et al. 2016. Bats: Body mass index, forearm mass index, blood glucose levels and SLC2A2 genes for diabetes. Scientific Reports 6:29960.",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eptesicus_gobiensis,Chiroptera,Vespertilionidae,Eptesicus,gobiensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,10,Assumed isometric based on forearm length,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Eptesicus_nilssonii,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Eptesicus_guadeloupensis,Chiroptera,Vespertilionidae,Eptesicus,guadeloupensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,16.6,Assumed isometric based on forearm length,Occasional Papers of the Museum of Texas Tech University 34: 1-7 (1975),Eptesicus_fuscus,Occasional Papers of the Museum of Texas Tech University 34: 1-7 (1975),Occurs only on isolated islands,EN,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eptesicus_hottentotus,Chiroptera,Vespertilionidae,Eptesicus,hottentotus,0,0,0,1,Taxonomic,PHYLACINE 1.2,30,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eptesicus_innoxius,Chiroptera,Vespertilionidae,Eptesicus,innoxius,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.4,Assumed isometric based on forearm length,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Eptesicus_furinalis,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs on mainland,NT,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eptesicus_isabellinus,Chiroptera,Vespertilionidae,Eptesicus,isabellinus,0,0,0,1,Taxonomic,PHYLACINE 1.2,18.3,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,LC,No,0,0,100,Imputed 000 Species,PHYLACINE 1.2
Eptesicus_japonensis,Chiroptera,Vespertilionidae,Eptesicus,japonensis,0,0,0,1,Taxonomic,PHYLACINE 1.2,10.1,As relative of suggested similar size,"Ohdachi SD, Ishibashi I, Iwasa MA, Saitih T. The Wild Mammals of Japan. (2009)",Eptesicus_nilssonii,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",Occurs only on isolated islands,EN,No,0,0,100,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Eptesicus_nasutus,Chiroptera,Vespertilionidae,Eptesicus,nasutus,0,0,0,1,Taxonomic,PHYLACINE 1.2,7.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eptesicus_nilssonii,Chiroptera,Vespertilionidae,Eptesicus,nilssonii,0,0,0,1,Taxonomic,PHYLACINE 1.2,10.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eptesicus_pachyotis,Chiroptera,Vespertilionidae,Eptesicus,pachyotis,0,0,0,1,Taxonomic,PHYLACINE 1.2,8.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eptesicus_platyops,Chiroptera,Vespertilionidae,Eptesicus,platyops,0,0,0,1,Taxonomic,PHYLACINE 1.2,21,Assumed isometric based on forearm length,Zeitchrift für Saugertierkunde 50:240-241 (1985),Eptesicus_serotinus,Zeitchrift für Saugertierkunde 50:240-241 (1985),Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Eptesicus,serotinus,0,0,0,1,Taxonomic,PHYLACINE 1.2,22.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eptesicus_tatei,Chiroptera,Vespertilionidae,Eptesicus,tatei,0,0,0,1,Taxonomic,PHYLACINE 1.2,12.5,Reported,"Corbet GB, Hill JE. The Mammals of the Indomalayan Region (1992)",NA,NA,Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Equus_africanus,Perissodactyla,Equidae,Equus,africanus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,325e3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,CR,No,100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116."
Equus_ferus,Perissodactyla,Equidae,Equus,ferus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,25e4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116."
Equus_francisci,Perissodactyla,Equidae,Equus,francisci,1,0,0,0,Imputed,PHYLACINE 1.2,372e3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EP,Yes,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Equus_grevyi,Perissodactyla,Equidae,Equus,grevyi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,407999.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Equus_hemionus,Perissodactyla,Equidae,Equus,hemionus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,23e4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Equus_hydruntinus,Perissodactyla,Equidae,Equus,hydruntinus,1,0,0,0,Imputed,PHYLACINE 1.2,227130,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs on mainland,EP,Yes,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Equus_kiang,Perissodactyla,Equidae,Equus,kiang,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,275e3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Equus_ovodovi,Perissodactyla,Equidae,Equus,ovodovi,1,0,0,0,Imputed,PHYLACINE 1.2,227130,As relative of suggested similar size,The species was misidentified as Equus hydruntinus until genetic studies were made,Equus_hydruntinus,NA,Occurs on mainland,EP,Yes,100,0,0,Imputed 000 Species,PHYLACINE 1.2
Equus_quagga,Perissodactyla,Equidae,Equus,quagga,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,276e3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Equus_zebra,Perissodactyla,Equidae,Equus,zebra,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,286998.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eremitalpa_granti,Afrosoricida,Chrysochloridae,Eremitalpa,granti,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,26.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,10,90,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eremodipus_lichtensteini,Rodentia,Dipodidae,Eremodipus,lichtensteini,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,51,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Eremoryzomys_polius,Rodentia,Cricetidae,Eremoryzomys,polius,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,60.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eremotherium_laurillardi,Pilosa,Megatheriidae,Eremotherium,laurillardi,1,0,0,0,Imputed,PHYLACINE 1.2,3961480,Reported,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,Occurs on mainland,EP,Yes,100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116."
Erethizon_dorsatum,Rodentia,Erethizontidae,Erethizon,dorsatum,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,7085.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Davis, M. 2017. What North America's skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116."
Erignathus_barbatus,Carnivora,Phocidae,Erignathus,barbatus,1,1,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,28e4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,40,60,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Erinaceus_amurensis,Eulipotyphla,Erinaceidae,Erinaceus,amurensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,800,Reported,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",NA,NA,Occurs on mainland,LC,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Erinaceus_concolor,Eulipotyphla,Erinaceidae,Erinaceus,concolor,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,719,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Erinaceus_europaeus,Eulipotyphla,Erinaceidae,Erinaceus,europaeus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,771,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,20,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Erinaceus_roumanicus,Eulipotyphla,Erinaceidae,Erinaceus,roumanicus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,745,Reported,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,Occurs on mainland,LC,No,0,20,80,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930."
Eropeplus_canus,Rodentia,Muridae,Eropeplus,canus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,235,Assumed isometric based on head-body length,Nowak RM. Walker's mammals of the world (1999),Lenomys_meyeri,Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994),Occurs only on isolated islands,VU,No,82,0,18,Imputed 000 Species,PHYLACINE 1.2
Erophylla_bombifrons,Chiroptera,Phyllostomidae,Erophylla,bombifrons,0,0,0,1,Taxonomic,PHYLACINE 1.2,14.3,Assumed isometric based on forearm length,Natural History Museum The University of Kansas 29:1-47 (2003),Erophylla_sezekorni_sezekorni,Natural History Museum The University of Kansas 29:1-47 (2003),Occurs only on isolated islands,LC,No,60,0,40,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Erophylla_sezekorni,Chiroptera,Phyllostomidae,Erophylla,sezekorni,0,0,0,1,Taxonomic,PHYLACINE 1.2,15.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Erythrocebus_patas,Primates,Cercopithecidae,Erythrocebus,patas,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,8090,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eschrichtius_robustus,Cetartiodactyla,Eschrichtiidae,Eschrichtius,robustus,0,1,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,285e5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Exclusively marine,LC,No,0,10,90,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eubalaena_australis,Cetartiodactyla,Balaenidae,Eubalaena,australis,0,1,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,23e6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Exclusively marine,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
Eubalaena_glacialis,Cetartiodactyla,Balaenidae,Eubalaena,glacialis,0,1,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,23e6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Exclusively marine,EN,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027."
